# 06/05/2010 11:40:13 AM : Hour Values - EPEX Spot Continuous Trading - France
Delivery day,Hour from,Hour to,Volume (MW),Low Price (EUR/MWh),High Price (EUR/MWh),Last Price (EUR/MWh),Time Stamp of Last Price,Average Price
07/06/2008,15,15,0,,,,,
07/06/2008,14,14,0,,,,,
07/06/2008,13,13,0,,,,,
07/06/2008,12,12,0,,,,,
07/06/2008,11,11,0,,,,,
07/06/2008,10,10,0,,,,,
07/06/2008,9,9,0,,,,,
07/06/2008,8,8,0,,,,,
07/06/2008,7,7,0,,,,,
07/06/2008,6,6,0,,,,,
07/06/2008,5,5,0,,,,,
07/06/2008,4,4,0,,,,,
07/06/2008,3,3,0,,,,,
07/06/2008,2,2,0,,,,,
07/06/2008,1,1,0,,,,,
06/06/2008,24,24,0,,,,,
06/06/2008,23,23,0,,,,,
06/06/2008,22,22,0,,,,,
06/06/2008,21,21,0,,,,,
06/06/2008,20,20,0,,,,,
06/06/2008,19,19,0,,,,,
06/06/2008,18,18,0,,,,,
06/06/2008,17,17,0,,,,,
06/06/2008,16,16,0,,,,,
06/06/2008,15,15,0,,,,,
06/06/2008,14,14,0,,,,,
06/06/2008,13,13,0,,,,,
06/06/2008,12,12,0,,,,,
06/06/2008,11,11,0,,,,,
06/06/2008,10,10,0,,,,,
06/06/2008,9,9,0,,,,,
06/06/2008,8,8,0,,,,,
06/06/2008,7,7,0,,,,,
06/06/2008,6,6,0,,,,,
06/06/2008,5,5,0,,,,,
06/06/2008,4,4,0,,,,,
06/06/2008,3,3,0,,,,,
06/06/2008,2,2,0,,,,,
06/06/2008,1,1,0,,,,,
05/06/2008,24,24,0,,,,,
05/06/2008,23,23,0,,,,,
05/06/2008,22,22,0,,,,,
05/06/2008,21,21,0,,,,,
05/06/2008,20,20,0,,,,,
05/06/2008,19,19,0,,,,,
05/06/2008,18,18,0,,,,,
05/06/2008,17,17,0,,,,,
05/06/2008,16,16,0,,,,,
05/06/2008,15,15,0,,,,,
05/06/2008,14,14,0,,,,,
05/06/2008,13,13,0,,,,,
05/06/2008,12,12,0,,,,,
05/06/2008,11,11,0,,,,,
05/06/2008,10,10,0,,,,,
05/06/2008,9,9,0,,,,,
05/06/2008,8,8,0,,,,,
05/06/2008,7,7,0,,,,,
05/06/2008,6,6,0,,,,,
05/06/2008,5,5,0,,,,,
05/06/2008,4,4,0,,,,,
05/06/2008,3,3,0,,,,,
05/06/2008,2,2,0,,,,,
05/06/2008,1,1,0,,,,,
04/06/2008,24,24,0,,,,,
04/06/2008,23,23,0,,,,,
04/06/2008,22,22,0,,,,,
04/06/2008,21,21,0,,,,,
04/06/2008,20,20,0,,,,,
04/06/2008,19,19,0,,,,,
04/06/2008,18,18,0,,,,,
04/06/2008,17,17,0,,,,,
04/06/2008,16,16,0,,,,,
04/06/2008,15,15,0,,,,,
04/06/2008,14,14,0,,,,,
04/06/2008,13,13,0,,,,,
04/06/2008,12,12,0,,,,,
04/06/2008,11,11,0,,,,,
04/06/2008,10,10,0,,,,,
04/06/2008,9,9,0,,,,,
04/06/2008,8,8,0,,,,,
04/06/2008,7,7,0,,,,,
04/06/2008,6,6,0,,,,,
04/06/2008,5,5,0,,,,,
04/06/2008,4,4,0,,,,,
04/06/2008,3,3,0,,,,,
04/06/2008,2,2,0,,,,,
04/06/2008,1,1,0,,,,,
03/06/2008,24,24,0,,,,,
03/06/2008,23,23,0,,,,,
03/06/2008,22,22,0,,,,,
03/06/2008,21,21,0,,,,,
03/06/2008,20,20,0,,,,,
03/06/2008,19,19,0,,,,,
03/06/2008,18,18,0,,,,,
03/06/2008,17,17,0,,,,,
03/06/2008,16,16,0,,,,,
03/06/2008,15,15,0,,,,,
03/06/2008,14,14,0,,,,,
03/06/2008,13,13,0,,,,,
03/06/2008,12,12,0,,,,,
03/06/2008,11,11,0,,,,,
03/06/2008,10,10,0,,,,,
03/06/2008,9,9,0,,,,,
03/06/2008,8,8,0,,,,,
03/06/2008,7,7,0,,,,,
03/06/2008,6,6,0,,,,,
03/06/2008,5,5,0,,,,,
03/06/2008,4,4,0,,,,,
03/06/2008,3,3,0,,,,,
03/06/2008,2,2,0,,,,,
03/06/2008,1,1,0,,,,,
02/06/2008,24,24,0,,,,,
02/06/2008,23,23,0,,,,,
02/06/2008,22,22,0,,,,,
02/06/2008,21,21,0,,,,,
02/06/2008,20,20,0,,,,,
02/06/2008,19,19,0,,,,,
02/06/2008,18,18,0,,,,,
02/06/2008,17,17,0,,,,,
02/06/2008,16,16,0,,,,,
02/06/2008,15,15,0,,,,,
02/06/2008,14,14,0,,,,,
02/06/2008,13,13,0,,,,,
02/06/2008,12,12,0,,,,,
02/06/2008,11,11,0,,,,,
02/06/2008,10,10,0,,,,,
02/06/2008,9,9,0,,,,,
02/06/2008,8,8,0,,,,,
02/06/2008,7,7,0,,,,,
02/06/2008,6,6,0,,,,,
02/06/2008,5,5,0,,,,,
02/06/2008,4,4,0,,,,,
02/06/2008,3,3,0,,,,,
02/06/2008,2,2,0,,,,,
02/06/2008,1,1,0,,,,,
01/06/2008,24,24,0,,,,,
01/06/2008,23,23,0,,,,,
01/06/2008,22,22,0,,,,,
01/06/2008,21,21,0,,,,,
01/06/2008,20,20,0,,,,,
01/06/2008,19,19,0,,,,,
01/06/2008,18,18,0,,,,,
01/06/2008,17,17,0,,,,,
01/06/2008,16,16,0,,,,,
01/06/2008,15,15,0,,,,,
01/06/2008,14,14,0,,,,,
01/06/2008,13,13,0,,,,,
01/06/2008,12,12,0,,,,,
01/06/2008,11,11,0,,,,,
01/06/2008,10,10,0,,,,,
01/06/2008,9,9,0,,,,,
01/06/2008,8,8,0,,,,,
01/06/2008,7,7,0,,,,,
01/06/2008,6,6,0,,,,,
01/06/2008,5,5,0,,,,,
01/06/2008,4,4,0,,,,,
01/06/2008,3,3,0,,,,,
01/06/2008,2,2,0,,,,,
01/06/2008,1,1,0,,,,,
31/05/2008,24,24,0,,,,,
31/05/2008,23,23,0,,,,,
31/05/2008,22,22,0,,,,,
31/05/2008,21,21,0,,,,,
31/05/2008,20,20,0,,,,,
31/05/2008,19,19,0,,,,,
31/05/2008,18,18,0,,,,,
31/05/2008,17,17,0,,,,,
31/05/2008,16,16,0,,,,,
31/05/2008,15,15,0,,,,,
31/05/2008,14,14,0,,,,,
31/05/2008,13,13,0,,,,,
31/05/2008,12,12,0,,,,,
31/05/2008,11,11,0,,,,,
31/05/2008,10,10,0,,,,,
31/05/2008,9,9,0,,,,,
31/05/2008,8,8,0,,,,,
31/05/2008,7,7,0,,,,,
31/05/2008,6,6,0,,,,,
31/05/2008,5,5,0,,,,,
31/05/2008,4,4,0,,,,,
31/05/2008,3,3,0,,,,,
31/05/2008,2,2,0,,,,,
31/05/2008,1,1,0,,,,,
30/05/2008,24,24,0,,,,,
30/05/2008,23,23,0,,,,,
30/05/2008,22,22,0,,,,,
30/05/2008,21,21,0,,,,,
30/05/2008,20,20,0,,,,,
30/05/2008,19,19,0,,,,,
30/05/2008,18,18,0,,,,,
30/05/2008,17,17,0,,,,,
30/05/2008,16,16,0,,,,,
30/05/2008,15,15,0,,,,,
30/05/2008,14,14,0,,,,,
30/05/2008,13,13,0,,,,,
30/05/2008,12,12,0,,,,,
30/05/2008,11,11,0,,,,,
30/05/2008,10,10,0,,,,,
30/05/2008,9,9,0,,,,,
30/05/2008,8,8,0,,,,,
30/05/2008,7,7,0,,,,,
30/05/2008,6,6,0,,,,,
30/05/2008,5,5,0,,,,,
30/05/2008,4,4,0,,,,,
30/05/2008,3,3,0,,,,,
30/05/2008,2,2,0,,,,,
30/05/2008,1,1,0,,,,,
29/05/2008,24,24,0,,,,,
29/05/2008,23,23,0,,,,,
29/05/2008,22,22,0,,,,,
29/05/2008,21,21,0,,,,,
29/05/2008,20,20,0,,,,,
29/05/2008,19,19,0,,,,,
29/05/2008,18,18,0,,,,,
29/05/2008,17,17,0,,,,,
29/05/2008,16,16,0,,,,,
29/05/2008,15,15,0,,,,,
29/05/2008,14,14,0,,,,,
29/05/2008,13,13,0,,,,,
29/05/2008,12,12,0,,,,,
29/05/2008,11,11,0,,,,,
29/05/2008,10,10,0,,,,,
29/05/2008,9,9,0,,,,,
29/05/2008,8,8,0,,,,,
29/05/2008,7,7,0,,,,,
29/05/2008,6,6,0,,,,,
29/05/2008,5,5,0,,,,,
29/05/2008,4,4,0,,,,,
29/05/2008,3,3,0,,,,,
29/05/2008,2,2,0,,,,,
29/05/2008,1,1,0,,,,,
28/05/2008,24,24,0,,,,,
28/05/2008,23,23,0,,,,,
28/05/2008,22,22,0,,,,,
28/05/2008,21,21,0,,,,,
28/05/2008,20,20,0,,,,,
28/05/2008,19,19,0,,,,,
28/05/2008,18,18,0,,,,,
28/05/2008,17,17,0,,,,,
28/05/2008,16,16,0,,,,,
28/05/2008,15,15,0,,,,,
28/05/2008,14,14,0,,,,,
28/05/2008,13,13,0,,,,,
28/05/2008,12,12,0,,,,,
28/05/2008,11,11,0,,,,,
28/05/2008,10,10,0,,,,,
28/05/2008,9,9,0,,,,,
28/05/2008,8,8,0,,,,,
28/05/2008,7,7,0,,,,,
28/05/2008,6,6,0,,,,,
28/05/2008,5,5,0,,,,,
28/05/2008,4,4,0,,,,,
28/05/2008,3,3,0,,,,,
28/05/2008,2,2,0,,,,,
28/05/2008,1,1,0,,,,,
27/05/2008,24,24,0,,,,,
27/05/2008,23,23,0,,,,,
27/05/2008,22,22,0,,,,,
27/05/2008,21,21,0,,,,,
27/05/2008,20,20,0,,,,,
27/05/2008,19,19,0,,,,,
27/05/2008,18,18,0,,,,,
27/05/2008,17,17,0,,,,,
27/05/2008,16,16,0,,,,,
27/05/2008,15,15,0,,,,,
27/05/2008,14,14,0,,,,,
27/05/2008,13,13,0,,,,,
27/05/2008,12,12,0,,,,,
27/05/2008,11,11,0,,,,,
27/05/2008,10,10,0,,,,,
27/05/2008,9,9,0,,,,,
27/05/2008,8,8,0,,,,,
27/05/2008,7,7,0,,,,,
27/05/2008,6,6,0,,,,,
27/05/2008,5,5,0,,,,,
27/05/2008,4,4,0,,,,,
27/05/2008,3,3,0,,,,,
27/05/2008,2,2,0,,,,,
27/05/2008,1,1,0,,,,,
26/05/2008,24,24,0,,,,,
26/05/2008,23,23,0,,,,,
26/05/2008,22,22,0,,,,,
26/05/2008,21,21,0,,,,,
26/05/2008,20,20,0,,,,,
26/05/2008,19,19,0,,,,,
26/05/2008,18,18,0,,,,,
26/05/2008,17,17,0,,,,,
26/05/2008,16,16,0,,,,,
26/05/2008,15,15,0,,,,,
26/05/2008,14,14,0,,,,,
26/05/2008,13,13,0,,,,,
26/05/2008,12,12,0,,,,,
26/05/2008,11,11,0,,,,,
26/05/2008,10,10,0,,,,,
26/05/2008,9,9,0,,,,,
26/05/2008,8,8,0,,,,,
26/05/2008,7,7,0,,,,,
26/05/2008,6,6,0,,,,,
26/05/2008,5,5,0,,,,,
26/05/2008,4,4,0,,,,,
26/05/2008,3,3,0,,,,,
26/05/2008,2,2,0,,,,,
26/05/2008,1,1,0,,,,,
25/05/2008,24,24,0,,,,,
25/05/2008,23,23,0,,,,,
25/05/2008,22,22,0,,,,,
25/05/2008,21,21,0,,,,,
25/05/2008,20,20,0,,,,,
25/05/2008,19,19,0,,,,,
25/05/2008,18,18,0,,,,,
25/05/2008,17,17,0,,,,,
25/05/2008,16,16,0,,,,,
25/05/2008,15,15,0,,,,,
25/05/2008,14,14,0,,,,,
25/05/2008,13,13,0,,,,,
25/05/2008,12,12,0,,,,,
25/05/2008,11,11,0,,,,,
25/05/2008,10,10,0,,,,,
25/05/2008,9,9,0,,,,,
25/05/2008,8,8,0,,,,,
25/05/2008,7,7,0,,,,,
25/05/2008,6,6,0,,,,,
25/05/2008,5,5,0,,,,,
25/05/2008,4,4,0,,,,,
25/05/2008,3,3,0,,,,,
25/05/2008,2,2,0,,,,,
25/05/2008,1,1,0,,,,,
24/05/2008,24,24,0,,,,,
24/05/2008,23,23,0,,,,,
24/05/2008,22,22,0,,,,,
24/05/2008,21,21,0,,,,,
24/05/2008,20,20,0,,,,,
24/05/2008,19,19,0,,,,,
24/05/2008,18,18,0,,,,,
24/05/2008,17,17,0,,,,,
24/05/2008,16,16,0,,,,,
24/05/2008,15,15,0,,,,,
24/05/2008,14,14,0,,,,,
24/05/2008,13,13,0,,,,,
24/05/2008,12,12,0,,,,,
24/05/2008,11,11,0,,,,,
24/05/2008,10,10,0,,,,,
24/05/2008,9,9,0,,,,,
24/05/2008,8,8,0,,,,,
24/05/2008,7,7,0,,,,,
24/05/2008,6,6,0,,,,,
24/05/2008,5,5,0,,,,,
24/05/2008,4,4,0,,,,,
24/05/2008,3,3,0,,,,,
24/05/2008,2,2,0,,,,,
24/05/2008,1,1,0,,,,,
23/05/2008,24,24,0,,,,,
23/05/2008,23,23,0,,,,,
23/05/2008,22,22,0,,,,,
23/05/2008,21,21,0,,,,,
23/05/2008,20,20,0,,,,,
23/05/2008,19,19,0,,,,,
23/05/2008,18,18,0,,,,,
23/05/2008,17,17,0,,,,,
23/05/2008,16,16,0,,,,,
23/05/2008,15,15,0,,,,,
23/05/2008,14,14,0,,,,,
23/05/2008,13,13,0,,,,,
23/05/2008,12,12,0,,,,,
23/05/2008,11,11,0,,,,,
23/05/2008,10,10,0,,,,,
23/05/2008,9,9,0,,,,,
23/05/2008,8,8,0,,,,,
23/05/2008,7,7,0,,,,,
23/05/2008,6,6,0,,,,,
23/05/2008,5,5,0,,,,,
23/05/2008,4,4,0,,,,,
23/05/2008,3,3,0,,,,,
23/05/2008,2,2,0,,,,,
23/05/2008,1,1,0,,,,,
22/05/2008,24,24,0,,,,,
22/05/2008,23,23,0,,,,,
22/05/2008,22,22,0,,,,,
22/05/2008,21,21,0,,,,,
22/05/2008,20,20,0,,,,,
22/05/2008,19,19,0,,,,,
22/05/2008,18,18,0,,,,,
22/05/2008,17,17,0,,,,,
22/05/2008,16,16,0,,,,,
22/05/2008,15,15,0,,,,,
22/05/2008,14,14,0,,,,,
22/05/2008,13,13,0,,,,,
22/05/2008,12,12,0,,,,,
22/05/2008,11,11,0,,,,,
22/05/2008,10,10,0,,,,,
22/05/2008,9,9,0,,,,,
22/05/2008,8,8,0,,,,,
22/05/2008,7,7,0,,,,,
22/05/2008,6,6,0,,,,,
22/05/2008,5,5,0,,,,,
22/05/2008,4,4,0,,,,,
22/05/2008,3,3,0,,,,,
22/05/2008,2,2,0,,,,,
22/05/2008,1,1,0,,,,,
21/05/2008,24,24,0,,,,,
21/05/2008,23,23,0,,,,,
21/05/2008,22,22,0,,,,,
21/05/2008,21,21,0,,,,,
21/05/2008,20,20,0,,,,,
21/05/2008,19,19,0,,,,,
21/05/2008,18,18,0,,,,,
21/05/2008,17,17,0,,,,,
21/05/2008,16,16,0,,,,,
21/05/2008,15,15,0,,,,,
21/05/2008,14,14,0,,,,,
21/05/2008,13,13,0,,,,,
21/05/2008,12,12,0,,,,,
21/05/2008,11,11,0,,,,,
21/05/2008,10,10,0,,,,,
21/05/2008,9,9,0,,,,,
21/05/2008,8,8,0,,,,,
21/05/2008,7,7,0,,,,,
21/05/2008,6,6,0,,,,,
21/05/2008,5,5,0,,,,,
21/05/2008,4,4,0,,,,,
21/05/2008,3,3,0,,,,,
21/05/2008,2,2,0,,,,,
21/05/2008,1,1,0,,,,,
20/05/2008,24,24,0,,,,,
20/05/2008,23,23,0,,,,,
20/05/2008,22,22,0,,,,,
20/05/2008,21,21,0,,,,,
20/05/2008,20,20,0,,,,,
20/05/2008,19,19,0,,,,,
20/05/2008,18,18,0,,,,,
20/05/2008,17,17,0,,,,,
20/05/2008,16,16,0,,,,,
20/05/2008,15,15,0,,,,,
20/05/2008,14,14,0,,,,,
20/05/2008,13,13,0,,,,,
20/05/2008,12,12,0,,,,,
20/05/2008,11,11,0,,,,,
20/05/2008,10,10,0,,,,,
20/05/2008,9,9,0,,,,,
20/05/2008,8,8,0,,,,,
20/05/2008,7,7,0,,,,,
20/05/2008,6,6,0,,,,,
20/05/2008,5,5,0,,,,,
20/05/2008,4,4,0,,,,,
20/05/2008,3,3,0,,,,,
20/05/2008,2,2,0,,,,,
20/05/2008,1,1,0,,,,,
19/05/2008,24,24,0,,,,,
19/05/2008,23,23,0,,,,,
19/05/2008,22,22,0,,,,,
19/05/2008,21,21,0,,,,,
19/05/2008,20,20,0,,,,,
19/05/2008,19,19,0,,,,,
19/05/2008,18,18,0,,,,,
19/05/2008,17,17,0,,,,,
19/05/2008,16,16,0,,,,,
19/05/2008,15,15,0,,,,,
19/05/2008,14,14,0,,,,,
19/05/2008,13,13,0,,,,,
19/05/2008,12,12,0,,,,,
19/05/2008,11,11,0,,,,,
19/05/2008,10,10,0,,,,,
19/05/2008,9,9,0,,,,,
19/05/2008,8,8,0,,,,,
19/05/2008,7,7,0,,,,,
19/05/2008,6,6,0,,,,,
19/05/2008,5,5,0,,,,,
19/05/2008,4,4,0,,,,,
19/05/2008,3,3,0,,,,,
19/05/2008,2,2,0,,,,,
19/05/2008,1,1,0,,,,,
18/05/2008,24,24,0,,,,,
18/05/2008,23,23,0,,,,,
18/05/2008,22,22,0,,,,,
18/05/2008,21,21,0,,,,,
18/05/2008,20,20,0,,,,,
18/05/2008,19,19,0,,,,,
18/05/2008,18,18,0,,,,,
18/05/2008,17,17,0,,,,,
18/05/2008,16,16,0,,,,,
18/05/2008,15,15,0,,,,,
18/05/2008,14,14,0,,,,,
18/05/2008,13,13,0,,,,,
18/05/2008,12,12,0,,,,,
18/05/2008,11,11,0,,,,,
18/05/2008,10,10,0,,,,,
18/05/2008,9,9,0,,,,,
18/05/2008,8,8,0,,,,,
18/05/2008,7,7,0,,,,,
18/05/2008,6,6,0,,,,,
18/05/2008,5,5,0,,,,,
18/05/2008,4,4,0,,,,,
18/05/2008,3,3,0,,,,,
18/05/2008,2,2,0,,,,,
18/05/2008,1,1,0,,,,,
17/05/2008,24,24,0,,,,,
17/05/2008,23,23,0,,,,,
17/05/2008,22,22,0,,,,,
17/05/2008,21,21,0,,,,,
17/05/2008,20,20,0,,,,,
17/05/2008,19,19,0,,,,,
17/05/2008,18,18,0,,,,,
17/05/2008,17,17,0,,,,,
17/05/2008,16,16,0,,,,,
17/05/2008,15,15,0,,,,,
17/05/2008,14,14,0,,,,,
17/05/2008,13,13,0,,,,,
17/05/2008,12,12,0,,,,,
17/05/2008,11,11,0,,,,,
17/05/2008,10,10,0,,,,,
17/05/2008,9,9,0,,,,,
17/05/2008,8,8,0,,,,,
17/05/2008,7,7,0,,,,,
17/05/2008,6,6,0,,,,,
17/05/2008,5,5,0,,,,,
17/05/2008,4,4,0,,,,,
17/05/2008,3,3,0,,,,,
17/05/2008,2,2,0,,,,,
17/05/2008,1,1,0,,,,,
16/05/2008,24,24,0,,,,,
16/05/2008,23,23,0,,,,,
16/05/2008,22,22,0,,,,,
16/05/2008,21,21,0,,,,,
16/05/2008,20,20,0,,,,,
16/05/2008,19,19,0,,,,,
16/05/2008,18,18,0,,,,,
16/05/2008,17,17,0,,,,,
16/05/2008,16,16,0,,,,,
16/05/2008,15,15,0,,,,,
16/05/2008,14,14,0,,,,,
16/05/2008,13,13,0,,,,,
16/05/2008,12,12,0,,,,,
16/05/2008,11,11,0,,,,,
16/05/2008,10,10,0,,,,,
16/05/2008,9,9,0,,,,,
16/05/2008,8,8,0,,,,,
16/05/2008,7,7,0,,,,,
16/05/2008,6,6,0,,,,,
16/05/2008,5,5,0,,,,,
16/05/2008,4,4,0,,,,,
16/05/2008,3,3,0,,,,,
16/05/2008,2,2,0,,,,,
16/05/2008,1,1,0,,,,,
15/05/2008,24,24,0,,,,,
15/05/2008,23,23,0,,,,,
15/05/2008,22,22,0,,,,,
15/05/2008,21,21,0,,,,,
15/05/2008,20,20,0,,,,,
15/05/2008,19,19,0,,,,,
15/05/2008,18,18,0,,,,,
15/05/2008,17,17,0,,,,,
15/05/2008,16,16,0,,,,,
15/05/2008,15,15,0,,,,,
15/05/2008,14,14,0,,,,,
15/05/2008,13,13,0,,,,,
15/05/2008,12,12,0,,,,,
15/05/2008,11,11,0,,,,,
15/05/2008,10,10,0,,,,,
15/05/2008,9,9,0,,,,,
15/05/2008,8,8,0,,,,,
15/05/2008,7,7,0,,,,,
15/05/2008,6,6,0,,,,,
15/05/2008,5,5,0,,,,,
15/05/2008,4,4,0,,,,,
15/05/2008,3,3,0,,,,,
15/05/2008,2,2,0,,,,,
15/05/2008,1,1,0,,,,,
14/05/2008,24,24,0,,,,,
14/05/2008,23,23,0,,,,,
14/05/2008,22,22,0,,,,,
14/05/2008,21,21,0,,,,,
14/05/2008,20,20,0,,,,,
14/05/2008,19,19,0,,,,,
14/05/2008,18,18,0,,,,,
14/05/2008,17,17,0,,,,,
14/05/2008,16,16,0,,,,,
14/05/2008,15,15,0,,,,,
14/05/2008,14,14,0,,,,,
14/05/2008,13,13,0,,,,,
14/05/2008,12,12,0,,,,,
14/05/2008,11,11,0,,,,,
14/05/2008,10,10,0,,,,,
14/05/2008,9,9,0,,,,,
14/05/2008,8,8,0,,,,,
14/05/2008,7,7,0,,,,,
14/05/2008,6,6,0,,,,,
14/05/2008,5,5,0,,,,,
14/05/2008,4,4,0,,,,,
14/05/2008,3,3,0,,,,,
14/05/2008,2,2,0,,,,,
14/05/2008,1,1,0,,,,,
13/05/2008,24,24,0,,,,,
13/05/2008,23,23,0,,,,,
13/05/2008,22,22,0,,,,,
13/05/2008,21,21,0,,,,,
13/05/2008,20,20,0,,,,,
13/05/2008,19,19,0,,,,,
13/05/2008,18,18,0,,,,,
13/05/2008,17,17,0,,,,,
13/05/2008,16,16,0,,,,,
13/05/2008,15,15,0,,,,,
13/05/2008,14,14,0,,,,,
13/05/2008,13,13,0,,,,,
13/05/2008,12,12,0,,,,,
13/05/2008,11,11,0,,,,,
13/05/2008,10,10,0,,,,,
13/05/2008,9,9,0,,,,,
13/05/2008,8,8,0,,,,,
13/05/2008,7,7,0,,,,,
13/05/2008,6,6,0,,,,,
13/05/2008,5,5,0,,,,,
13/05/2008,4,4,0,,,,,
13/05/2008,3,3,0,,,,,
13/05/2008,2,2,0,,,,,
13/05/2008,1,1,0,,,,,
12/05/2008,24,24,0,,,,,
12/05/2008,23,23,0,,,,,
12/05/2008,22,22,0,,,,,
12/05/2008,21,21,0,,,,,
12/05/2008,20,20,0,,,,,
12/05/2008,19,19,0,,,,,
12/05/2008,18,18,0,,,,,
12/05/2008,17,17,0,,,,,
12/05/2008,16,16,0,,,,,
12/05/2008,15,15,0,,,,,
12/05/2008,14,14,0,,,,,
12/05/2008,13,13,0,,,,,
12/05/2008,12,12,0,,,,,
12/05/2008,11,11,0,,,,,
12/05/2008,10,10,0,,,,,
12/05/2008,9,9,0,,,,,
12/05/2008,8,8,0,,,,,
12/05/2008,7,7,0,,,,,
12/05/2008,6,6,0,,,,,
12/05/2008,5,5,0,,,,,
12/05/2008,4,4,0,,,,,
12/05/2008,3,3,0,,,,,
12/05/2008,2,2,0,,,,,
12/05/2008,1,1,0,,,,,
11/05/2008,24,24,0,,,,,
11/05/2008,23,23,0,,,,,
11/05/2008,22,22,0,,,,,
11/05/2008,21,21,0,,,,,
11/05/2008,20,20,0,,,,,
11/05/2008,19,19,0,,,,,
11/05/2008,18,18,0,,,,,
11/05/2008,17,17,0,,,,,
11/05/2008,16,16,0,,,,,
11/05/2008,15,15,0,,,,,
11/05/2008,14,14,0,,,,,
11/05/2008,13,13,0,,,,,
11/05/2008,12,12,0,,,,,
11/05/2008,11,11,0,,,,,
11/05/2008,10,10,0,,,,,
11/05/2008,9,9,0,,,,,
11/05/2008,8,8,0,,,,,
11/05/2008,7,7,0,,,,,
11/05/2008,6,6,0,,,,,
11/05/2008,5,5,0,,,,,
11/05/2008,4,4,0,,,,,
11/05/2008,3,3,0,,,,,
11/05/2008,2,2,0,,,,,
11/05/2008,1,1,0,,,,,
10/05/2008,24,24,0,,,,,
10/05/2008,23,23,0,,,,,
10/05/2008,22,22,0,,,,,
10/05/2008,21,21,0,,,,,
10/05/2008,20,20,0,,,,,
10/05/2008,19,19,0,,,,,
10/05/2008,18,18,0,,,,,
10/05/2008,17,17,0,,,,,
10/05/2008,16,16,0,,,,,
10/05/2008,15,15,0,,,,,
10/05/2008,14,14,0,,,,,
10/05/2008,13,13,0,,,,,
10/05/2008,12,12,0,,,,,
10/05/2008,11,11,0,,,,,
10/05/2008,10,10,0,,,,,
10/05/2008,9,9,0,,,,,
10/05/2008,8,8,0,,,,,
10/05/2008,7,7,0,,,,,
10/05/2008,6,6,0,,,,,
10/05/2008,5,5,0,,,,,
10/05/2008,4,4,0,,,,,
10/05/2008,3,3,0,,,,,
10/05/2008,2,2,0,,,,,
10/05/2008,1,1,0,,,,,
09/05/2008,24,24,0,,,,,
09/05/2008,23,23,0,,,,,
09/05/2008,22,22,0,,,,,
09/05/2008,21,21,0,,,,,
09/05/2008,20,20,0,,,,,
09/05/2008,19,19,0,,,,,
09/05/2008,18,18,0,,,,,
09/05/2008,17,17,0,,,,,
09/05/2008,16,16,0,,,,,
09/05/2008,15,15,0,,,,,
09/05/2008,14,14,0,,,,,
09/05/2008,13,13,0,,,,,
09/05/2008,12,12,0,,,,,
09/05/2008,11,11,0,,,,,
09/05/2008,10,10,0,,,,,
09/05/2008,9,9,0,,,,,
09/05/2008,8,8,0,,,,,
09/05/2008,7,7,0,,,,,
09/05/2008,6,6,0,,,,,
09/05/2008,5,5,0,,,,,
09/05/2008,4,4,0,,,,,
09/05/2008,3,3,0,,,,,
09/05/2008,2,2,0,,,,,
09/05/2008,1,1,0,,,,,
08/05/2008,24,24,0,,,,,
08/05/2008,23,23,0,,,,,
08/05/2008,22,22,0,,,,,
08/05/2008,21,21,0,,,,,
08/05/2008,20,20,0,,,,,
08/05/2008,19,19,0,,,,,
08/05/2008,18,18,0,,,,,
08/05/2008,17,17,0,,,,,
08/05/2008,16,16,0,,,,,
08/05/2008,15,15,0,,,,,
08/05/2008,14,14,0,,,,,
08/05/2008,13,13,0,,,,,
08/05/2008,12,12,0,,,,,
08/05/2008,11,11,0,,,,,
08/05/2008,10,10,0,,,,,
08/05/2008,9,9,0,,,,,
08/05/2008,8,8,0,,,,,
08/05/2008,7,7,0,,,,,
08/05/2008,6,6,0,,,,,
08/05/2008,5,5,0,,,,,
08/05/2008,4,4,0,,,,,
08/05/2008,3,3,0,,,,,
08/05/2008,2,2,0,,,,,
08/05/2008,1,1,0,,,,,
07/05/2008,24,24,0,,,,,
07/05/2008,23,23,0,,,,,
07/05/2008,22,22,0,,,,,
07/05/2008,21,21,0,,,,,
07/05/2008,20,20,0,,,,,
07/05/2008,19,19,0,,,,,
07/05/2008,18,18,0,,,,,
07/05/2008,17,17,0,,,,,
07/05/2008,16,16,0,,,,,
07/05/2008,15,15,0,,,,,
07/05/2008,14,14,0,,,,,
07/05/2008,13,13,0,,,,,
07/05/2008,12,12,0,,,,,
07/05/2008,11,11,0,,,,,
07/05/2008,10,10,0,,,,,
07/05/2008,9,9,0,,,,,
07/05/2008,8,8,0,,,,,
07/05/2008,7,7,0,,,,,
07/05/2008,6,6,0,,,,,
07/05/2008,5,5,0,,,,,
07/05/2008,4,4,0,,,,,
07/05/2008,3,3,0,,,,,
07/05/2008,2,2,0,,,,,
07/05/2008,1,1,0,,,,,
06/05/2008,24,24,0,,,,,
06/05/2008,23,23,0,,,,,
06/05/2008,22,22,0,,,,,
06/05/2008,21,21,0,,,,,
06/05/2008,20,20,0,,,,,
06/05/2008,19,19,0,,,,,
06/05/2008,18,18,0,,,,,
06/05/2008,17,17,0,,,,,
06/05/2008,16,16,0,,,,,
06/05/2008,15,15,0,,,,,
06/05/2008,14,14,0,,,,,
06/05/2008,13,13,0,,,,,
